,id,cntrid,uid,x,y,iw,ih,size,imgpath
0,c12_240_450_8,240,2,735,450,25,17,425,./img/img_c12_240_450_8.jpg
0,c12_240_450_12,240,3,739,450,25,17,425,./img/img_c12_240_450_12.jpg
0,c12_240_450_16,240,4,743,450,25,17,425,./img/img_c12_240_450_16.jpg
0,c12_240_450_20,240,5,747,450,25,17,425,./img/img_c12_240_450_20.jpg
0,c12_240_450_24,240,6,751,450,25,17,425,./img/img_c12_240_450_24.jpg
0,c12_240_450_28,240,7,755,450,25,17,425,./img/img_c12_240_450_28.jpg
0,c12_240_450_32,240,8,759,450,25,17,425,./img/img_c12_240_450_32.jpg
0,c12_240_450_36,240,9,763,450,25,15,375,./img/img_c12_240_450_36.jpg
0,c12_240_450_36,240,10,763,450,24,16,384,./img/img_c12_240_450_36.jpg
0,c12_239_473_0,239,0,625,473,26,17,442,./img/img_c12_239_473_0.jpg
0,c12_239_473_4,239,1,629,473,26,17,442,./img/img_c12_239_473_4.jpg
0,c12_239_473_8,239,2,633,473,26,17,442,./img/img_c12_239_473_8.jpg
0,c12_239_473_12,239,3,637,473,26,17,442,./img/img_c12_239_473_12.jpg
0,c12_239_473_16,239,4,641,473,26,17,442,./img/img_c12_239_473_16.jpg
0,c12_239_473_20,239,5,645,473,26,17,442,./img/img_c12_239_473_20.jpg
0,c12_239_473_24,239,6,649,473,26,17,442,./img/img_c12_239_473_24.jpg
0,c12_239_473_28,239,7,653,473,26,17,442,./img/img_c12_239_473_28.jpg
0,c12_239_473_32,239,8,657,473,26,17,442,./img/img_c12_239_473_32.jpg
0,c12_239_473_36,239,9,661,473,26,17,442,./img/img_c12_239_473_36.jpg
0,c12_239_473_40,239,10,665,473,26,17,442,./img/img_c12_239_473_40.jpg
0,c12_239_473_44,239,11,669,473,26,17,442,./img/img_c12_239_473_44.jpg
0,c12_239_473_48,239,12,673,473,26,17,442,./img/img_c12_239_473_48.jpg
0,c12_239_473_52,239,13,677,473,26,17,442,./img/img_c12_239_473_52.jpg
0,c12_239_473_56,239,14,681,473,26,17,442,./img/img_c12_239_473_56.jpg
0,c12_239_473_60,239,15,685,473,26,17,442,./img/img_c12_239_473_60.jpg
0,c12_239_473_64,239,16,689,473,26,17,442,./img/img_c12_239_473_64.jpg
0,c12_239_473_68,239,17,693,473,26,17,442,./img/img_c12_239_473_68.jpg
0,c12_239_473_72,239,18,697,473,26,17,442,./img/img_c12_239_473_72.jpg
0,c12_239_473_76,239,19,701,473,26,17,442,./img/img_c12_239_473_76.jpg
0,c12_239_473_80,239,20,705,473,26,17,442,./img/img_c12_239_473_80.jpg
0,c12_239_473_84,239,21,709,473,26,17,442,./img/img_c12_239_473_84.jpg
0,c12_239_473_88,239,22,713,473,26,17,442,./img/img_c12_239_473_88.jpg
0,c12_239_473_92,239,23,717,473,26,17,442,./img/img_c12_239_473_92.jpg
0,c12_239_473_96,239,24,721,473,26,17,442,./img/img_c12_239_473_96.jpg
0,c12_239_473_100,239,25,725,473,26,17,442,./img/img_c12_239_473_100.jpg
0,c12_239_473_104,239,26,729,473,26,17,442,./img/img_c12_239_473_104.jpg
0,c12_239_473_108,239,27,733,473,26,17,442,./img/img_c12_239_473_108.jpg
0,c12_239_473_112,239,28,737,473,26,13,338,./img/img_c12_239_473_112.jpg
0,c12_239_473_112,239,29,737,473,25,16,400,./img/img_c12_239_473_112.jpg
0,c12_236_494_0,236,0,872,494,24,16,384,./img/img_c12_236_494_0.jpg
0,c12_236_494_4,236,1,876,494,24,16,384,./img/img_c12_236_494_4.jpg
0,c12_236_494_8,236,2,880,494,24,13,312,./img/img_c12_236_494_8.jpg
0,c12_236_494_8,236,3,880,494,23,15,345,./img/img_c12_236_494_8.jpg
0,c12_235_495_0,235,0,469,495,24,16,384,./img/img_c12_235_495_0.jpg
0,c12_235_495_4,235,1,473,495,24,16,384,./img/img_c12_235_495_4.jpg
0,c12_235_495_8,235,2,477,495,24,16,384,./img/img_c12_235_495_8.jpg
0,c12_235_495_12,235,3,481,495,24,16,384,./img/img_c12_235_495_12.jpg
0,c12_235_495_16,235,4,485,495,24,16,384,./img/img_c12_235_495_16.jpg
0,c12_235_495_20,235,5,489,495,24,13,312,./img/img_c12_235_495_20.jpg
0,c12_235_495_20,235,6,489,495,23,15,345,./img/img_c12_235_495_20.jpg
0,c12_234_495_0,234,0,511,495,25,17,425,./img/img_c12_234_495_0.jpg
0,c12_234_495_4,234,1,515,495,25,17,425,./img/img_c12_234_495_4.jpg
0,c12_234_495_8,234,2,519,495,25,17,425,./img/img_c12_234_495_8.jpg
0,c12_234_495_12,234,3,523,495,25,17,425,./img/img_c12_234_495_12.jpg
0,c12_234_495_16,234,4,527,495,25,17,425,./img/img_c12_234_495_16.jpg
0,c12_234_495_20,234,5,531,495,25,17,425,./img/img_c12_234_495_20.jpg
0,c12_234_495_24,234,6,535,495,25,17,425,./img/img_c12_234_495_24.jpg
0,c12_234_495_28,234,7,539,495,25,17,425,./img/img_c12_234_495_28.jpg
0,c12_234_495_32,234,8,543,495,25,17,425,./img/img_c12_234_495_32.jpg
0,c12_234_495_36,234,9,547,495,25,17,425,./img/img_c12_234_495_36.jpg
0,c12_234_495_40,234,10,551,495,25,14,350,./img/img_c12_234_495_40.jpg
0,c12_234_495_40,234,11,551,495,24,16,384,./img/img_c12_234_495_40.jpg
0,c12_233_495_0,233,0,810,495,26,17,442,./img/img_c12_233_495_0.jpg
0,c12_233_495_4,233,1,814,495,26,17,442,./img/img_c12_233_495_4.jpg
0,c12_233_495_8,233,2,818,495,26,17,442,./img/img_c12_233_495_8.jpg
0,c12_233_495_12,233,3,822,495,26,17,442,./img/img_c12_233_495_12.jpg
0,c12_233_495_16,233,4,826,495,26,17,442,./img/img_c12_233_495_16.jpg
0,c12_233_495_20,233,5,830,495,26,17,442,./img/img_c12_233_495_20.jpg
0,c12_233_495_24,233,6,834,495,26,17,442,./img/img_c12_233_495_24.jpg
0,c12_233_495_28,233,7,838,495,26,17,442,./img/img_c12_233_495_28.jpg
0,c12_233_495_32,233,8,842,495,26,17,442,./img/img_c12_233_495_32.jpg
0,c12_233_495_36,233,9,846,495,26,17,442,./img/img_c12_233_495_36.jpg
0,c12_233_495_40,233,10,850,495,26,13,338,./img/img_c12_233_495_40.jpg
0,c12_233_495_40,233,11,850,495,25,16,400,./img/img_c12_233_495_40.jpg
0,c12_230_496_0,230,0,575,496,25,17,425,./img/img_c12_230_496_0.jpg
0,c12_230_496_4,230,1,579,496,25,17,425,./img/img_c12_230_496_4.jpg
0,c12_230_496_8,230,2,583,496,25,17,425,./img/img_c12_230_496_8.jpg
0,c12_230_496_12,230,3,587,496,25,17,425,./img/img_c12_230_496_12.jpg
0,c12_230_496_16,230,4,591,496,25,17,425,./img/img_c12_230_496_16.jpg
0,c12_230_496_20,230,5,595,496,25,17,425,./img/img_c12_230_496_20.jpg
0,c12_230_496_24,230,6,599,496,25,17,425,./img/img_c12_230_496_24.jpg
0,c12_230_496_28,230,7,603,496,25,17,425,./img/img_c12_230_496_28.jpg
0,c12_230_496_32,230,8,607,496,25,17,425,./img/img_c12_230_496_32.jpg
0,c12_230_496_36,230,9,611,496,25,17,425,./img/img_c12_230_496_36.jpg
0,c12_230_496_40,230,10,615,496,25,17,425,./img/img_c12_230_496_40.jpg
0,c12_230_496_44,230,11,619,496,25,17,425,./img/img_c12_230_496_44.jpg
0,c12_230_496_48,230,12,623,496,25,17,425,./img/img_c12_230_496_48.jpg
0,c12_230_496_52,230,13,627,496,25,17,425,./img/img_c12_230_496_52.jpg
0,c12_230_496_56,230,14,631,496,25,17,425,./img/img_c12_230_496_56.jpg
0,c12_230_496_60,230,15,635,496,25,13,325,./img/img_c12_230_496_60.jpg
0,c12_230_496_60,230,16,635,496,24,16,384,./img/img_c12_230_496_60.jpg
0,c12_231_502_0,231,0,608,502,14,9,126,./img/img_c12_231_502_0.jpg
0,c12_231_502_4,231,1,612,502,14,8,112,./img/img_c12_231_502_4.jpg
0,c12_231_502_4,231,2,612,502,13,8,104,./img/img_c12_231_502_4.jpg
0,c12_229_517_0,229,0,470,517,26,17,442,./img/img_c12_229_517_0.jpg
0,c12_229_517_4,229,1,474,517,26,17,442,./img/img_c12_229_517_4.jpg
0,c12_229_517_8,229,2,478,517,26,17,442,./img/img_c12_229_517_8.jpg
0,c12_229_517_12,229,3,482,517,26,17,442,./img/img_c12_229_517_12.jpg
0,c12_229_517_16,229,4,486,517,26,17,442,./img/img_c12_229_517_16.jpg
0,c12_229_517_20,229,5,490,517,26,17,442,./img/img_c12_229_517_20.jpg
0,c12_229_517_24,229,6,494,517,26,17,442,./img/img_c12_229_517_24.jpg
0,c12_229_517_28,229,7,498,517,26,17,442,./img/img_c12_229_517_28.jpg
0,c12_229_517_32,229,8,502,517,26,17,442,./img/img_c12_229_517_32.jpg
0,c12_229_517_36,229,9,506,517,26,17,442,./img/img_c12_229_517_36.jpg
0,c12_229_517_40,229,10,510,517,26,17,442,./img/img_c12_229_517_40.jpg
0,c12_229_517_44,229,11,514,517,26,17,442,./img/img_c12_229_517_44.jpg
0,c12_229_517_48,229,12,518,517,26,16,416,./img/img_c12_229_517_48.jpg
0,c12_229_517_48,229,13,518,517,25,16,400,./img/img_c12_229_517_48.jpg
0,c12_227_518_0,227,0,543,518,25,17,425,./img/img_c12_227_518_0.jpg
0,c12_227_518_4,227,1,547,518,25,17,425,./img/img_c12_227_518_4.jpg
0,c12_227_518_8,227,2,551,518,25,17,425,./img/img_c12_227_518_8.jpg
0,c12_227_518_12,227,3,555,518,25,17,425,./img/img_c12_227_518_12.jpg
0,c12_227_518_16,227,4,559,518,25,16,400,./img/img_c12_227_518_16.jpg
0,c12_227_518_16,227,5,559,518,24,16,384,./img/img_c12_227_518_16.jpg
0,c12_226_519_0,226,0,584,519,25,17,425,./img/img_c12_226_519_0.jpg
0,c12_226_519_4,226,1,588,519,25,17,425,./img/img_c12_226_519_4.jpg
0,c12_226_519_8,226,2,592,519,25,17,425,./img/img_c12_226_519_8.jpg
0,c12_226_519_12,226,3,596,519,25,17,425,./img/img_c12_226_519_12.jpg
0,c12_226_519_16,226,4,600,519,25,17,425,./img/img_c12_226_519_16.jpg
0,c12_226_519_20,226,5,604,519,25,17,425,./img/img_c12_226_519_20.jpg
0,c12_226_519_24,226,6,608,519,25,17,425,./img/img_c12_226_519_24.jpg
0,c12_226_519_28,226,7,612,519,25,15,375,./img/img_c12_226_519_28.jpg
0,c12_226_519_28,226,8,612,519,24,16,384,./img/img_c12_226_519_28.jpg
0,c12_225_519_0,225,0,636,519,25,17,425,./img/img_c12_225_519_0.jpg
0,c12_225_519_4,225,1,640,519,25,17,425,./img/img_c12_225_519_4.jpg
0,c12_225_519_8,225,2,644,519,25,17,425,./img/img_c12_225_519_8.jpg
0,c12_225_519_12,225,3,648,519,25,17,425,./img/img_c12_225_519_12.jpg
0,c12_225_519_16,225,4,652,519,25,17,425,./img/img_c12_225_519_16.jpg
0,c12_225_519_20,225,5,656,519,25,17,425,./img/img_c12_225_519_20.jpg
0,c12_225_519_24,225,6,660,519,25,17,425,./img/img_c12_225_519_24.jpg
0,c12_225_519_28,225,7,664,519,25,15,375,./img/img_c12_225_519_28.jpg
0,c12_225_519_28,225,8,664,519,24,16,384,./img/img_c12_225_519_28.jpg
0,c12_228_522_0,228,0,557,522,18,12,216,./img/img_c12_228_522_0.jpg
0,c12_228_522_4,228,1,561,522,18,8,144,./img/img_c12_228_522_4.jpg
0,c12_228_522_4,228,2,561,522,17,11,187,./img/img_c12_228_522_4.jpg
0,c12_223_539_0,223,0,873,539,25,17,425,./img/img_c12_223_539_0.jpg
0,c12_223_539_4,223,1,877,539,25,17,425,./img/img_c12_223_539_4.jpg
0,c12_223_539_8,223,2,881,539,25,13,325,./img/img_c12_223_539_8.jpg
0,c12_223_539_8,223,3,881,539,24,16,384,./img/img_c12_223_539_8.jpg
0,c12_222_540_0,222,0,546,540,26,17,442,./img/img_c12_222_540_0.jpg
0,c12_222_540_4,222,1,550,540,26,16,416,./img/img_c12_222_540_4.jpg
0,c12_222_540_4,222,2,550,540,25,16,400,./img/img_c12_222_540_4.jpg
0,c12_221_540_0,221,0,811,540,26,17,442,./img/img_c12_221_540_0.jpg
0,c12_221_540_4,221,1,815,540,26,17,442,./img/img_c12_221_540_4.jpg
0,c12_221_540_8,221,2,819,540,26,17,442,./img/img_c12_221_540_8.jpg
0,c12_221_540_12,221,3,823,540,26,17,442,./img/img_c12_221_540_12.jpg
0,c12_221_540_16,221,4,827,540,26,17,442,./img/img_c12_221_540_16.jpg
0,c12_221_540_20,221,5,831,540,26,17,442,./img/img_c12_221_540_20.jpg
0,c12_221_540_24,221,6,835,540,26,17,442,./img/img_c12_221_540_24.jpg
0,c12_221_540_28,221,7,839,540,26,17,442,./img/img_c12_221_540_28.jpg
0,c12_221_540_32,221,8,843,540,26,17,442,./img/img_c12_221_540_32.jpg
0,c12_221_540_36,221,9,847,540,26,17,442,./img/img_c12_221_540_36.jpg
0,c12_221_540_40,221,10,851,540,26,13,338,./img/img_c12_221_540_40.jpg
0,c12_221_540_40,221,11,851,540,25,16,400,./img/img_c12_221_540_40.jpg
0,c12_219_541_0,219,0,491,541,24,16,384,./img/img_c12_219_541_0.jpg
0,c12_219_541_4,219,1,495,541,24,16,384,./img/img_c12_219_541_4.jpg
0,c12_219_541_8,219,2,499,541,24,16,384,./img/img_c12_219_541_8.jpg
0,c12_219_541_12,219,3,503,541,24,16,384,./img/img_c12_219_541_12.jpg
0,c12_219_541_16,219,4,507,541,24,16,384,./img/img_c12_219_541_16.jpg
0,c12_219_541_20,219,5,511,541,24,16,384,./img/img_c12_219_541_20.jpg
0,c12_219_541_24,219,6,515,541,24,16,384,./img/img_c12_219_541_24.jpg
0,c12_219_541_28,219,7,519,541,24,13,312,./img/img_c12_219_541_28.jpg
0,c12_219_541_28,219,8,519,541,23,15,345,./img/img_c12_219_541_28.jpg
0,c12_218_541_0,218,0,574,541,25,12,300,./img/img_c12_218_541_0.jpg
0,c12_218_541_0,218,1,574,541,24,16,384,./img/img_c12_218_541_0.jpg
0,c12_217_541_0,217,0,690,541,25,17,425,./img/img_c12_217_541_0.jpg
0,c12_217_541_4,217,1,694,541,25,16,400,./img/img_c12_217_541_4.jpg
0,c12_217_541_4,217,2,694,541,24,16,384,./img/img_c12_217_541_4.jpg
0,c12_215_542_0,215,0,595,542,25,17,425,./img/img_c12_215_542_0.jpg
0,c12_215_542_4,215,1,599,542,25,17,425,./img/img_c12_215_542_4.jpg
0,c12_215_542_8,215,2,603,542,25,17,425,./img/img_c12_215_542_8.jpg
0,c12_215_542_12,215,3,607,542,25,17,425,./img/img_c12_215_542_12.jpg
0,c12_215_542_16,215,4,611,542,25,17,425,./img/img_c12_215_542_16.jpg
0,c12_215_542_20,215,5,615,542,25,17,425,./img/img_c12_215_542_20.jpg
0,c12_215_542_24,215,6,619,542,25,17,425,./img/img_c12_215_542_24.jpg
0,c12_215_542_28,215,7,623,542,25,17,425,./img/img_c12_215_542_28.jpg
0,c12_215_542_32,215,8,627,542,25,17,425,./img/img_c12_215_542_32.jpg
0,c12_215_542_36,215,9,631,542,25,17,425,./img/img_c12_215_542_36.jpg
0,c12_215_542_40,215,10,635,542,25,17,425,./img/img_c12_215_542_40.jpg
0,c12_215_542_44,215,11,639,542,25,17,425,./img/img_c12_215_542_44.jpg
0,c12_215_542_48,215,12,643,542,25,15,375,./img/img_c12_215_542_48.jpg
0,c12_215_542_48,215,13,643,542,24,16,384,./img/img_c12_215_542_48.jpg
0,c12_214_543_0,214,0,667,543,25,11,275,./img/img_c12_214_543_0.jpg
0,c12_214_543_0,214,1,667,543,24,16,384,./img/img_c12_214_543_0.jpg
0,c12_213_563_0,213,0,470,563,25,17,425,./img/img_c12_213_563_0.jpg
0,c12_213_563_4,213,1,474,563,25,17,425,./img/img_c12_213_563_4.jpg
0,c12_213_563_8,213,2,478,563,25,17,425,./img/img_c12_213_563_8.jpg
0,c12_213_563_12,213,3,482,563,25,17,425,./img/img_c12_213_563_12.jpg
0,c12_213_563_16,213,4,486,563,25,17,425,./img/img_c12_213_563_16.jpg
0,c12_213_563_20,213,5,490,563,25,17,425,./img/img_c12_213_563_20.jpg
0,c12_213_563_24,213,6,494,563,25,17,425,./img/img_c12_213_563_24.jpg
0,c12_213_563_28,213,7,498,563,25,17,425,./img/img_c12_213_563_28.jpg
0,c12_213_563_32,213,8,502,563,25,17,425,./img/img_c12_213_563_32.jpg
0,c12_213_563_36,213,9,506,563,25,17,425,./img/img_c12_213_563_36.jpg
0,c12_213_563_40,213,10,510,563,25,14,350,./img/img_c12_213_563_40.jpg
0,c12_213_563_40,213,11,510,563,24,16,384,./img/img_c12_213_563_40.jpg
0,c12_212_564_0,212,0,533,564,24,16,384,./img/img_c12_212_564_0.jpg
0,c12_212_564_4,212,1,537,564,24,16,384,./img/img_c12_212_564_4.jpg
0,c12_212_564_8,212,2,541,564,24,16,384,./img/img_c12_212_564_8.jpg
0,c12_212_564_12,212,3,545,564,24,16,384,./img/img_c12_212_564_12.jpg
0,c12_212_564_16,212,4,549,564,24,16,384,./img/img_c12_212_564_16.jpg
0,c12_212_564_20,212,5,553,564,24,13,312,./img/img_c12_212_564_20.jpg
0,c12_212_564_20,212,6,553,564,23,15,345,./img/img_c12_212_564_20.jpg
0,c12_210_584_0,210,0,874,584,25,17,425,./img/img_c12_210_584_0.jpg
0,c12_210_584_4,210,1,878,584,25,16,400,./img/img_c12_210_584_4.jpg
0,c12_210_584_4,210,2,878,584,24,16,384,./img/img_c12_210_584_4.jpg
0,c12_208_585_0,208,0,811,585,26,17,442,./img/img_c12_208_585_0.jpg
0,c12_208_585_4,208,1,815,585,26,17,442,./img/img_c12_208_585_4.jpg
0,c12_208_585_8,208,2,819,585,26,17,442,./img/img_c12_208_585_8.jpg
0,c12_208_585_12,208,3,823,585,26,17,442,./img/img_c12_208_585_12.jpg
0,c12_208_585_16,208,4,827,585,26,17,442,./img/img_c12_208_585_16.jpg
0,c12_208_585_20,208,5,831,585,26,17,442,./img/img_c12_208_585_20.jpg
0,c12_208_585_24,208,6,835,585,26,17,442,./img/img_c12_208_585_24.jpg
0,c12_208_585_28,208,7,839,585,26,17,442,./img/img_c12_208_585_28.jpg
0,c12_208_585_32,208,8,843,585,26,17,442,./img/img_c12_208_585_32.jpg
0,c12_208_585_36,208,9,847,585,26,17,442,./img/img_c12_208_585_36.jpg
0,c12_208_585_40,208,10,851,585,26,13,338,./img/img_c12_208_585_40.jpg
0,c12_208_585_40,208,11,851,585,25,16,400,./img/img_c12_208_585_40.jpg
0,c12_206_586_0,206,0,491,586,25,17,425,./img/img_c12_206_586_0.jpg
0,c12_206_586_4,206,1,495,586,25,17,425,./img/img_c12_206_586_4.jpg
0,c12_206_586_8,206,2,499,586,25,17,425,./img/img_c12_206_586_8.jpg
0,c12_206_586_12,206,3,503,586,25,17,425,./img/img_c12_206_586_12.jpg
0,c12_206_586_16,206,4,507,586,25,17,425,./img/img_c12_206_586_16.jpg
0,c12_206_586_20,206,5,511,586,25,17,425,./img/img_c12_206_586_20.jpg
0,c12_206_586_24,206,6,515,586,25,17,425,./img/img_c12_206_586_24.jpg
0,c12_206_586_28,206,7,519,586,25,17,425,./img/img_c12_206_586_28.jpg
0,c12_206_586_32,206,8,523,586,25,13,325,./img/img_c12_206_586_32.jpg
0,c12_206_586_32,206,9,523,586,24,16,384,./img/img_c12_206_586_32.jpg
0,c12_205_586_0,205,0,546,586,25,17,425,./img/img_c12_205_586_0.jpg
0,c12_205_586_4,205,1,550,586,25,16,400,./img/img_c12_205_586_4.jpg
0,c12_205_586_4,205,2,550,586,24,16,384,./img/img_c12_205_586_4.jpg
0,c12_204_586_0,204,0,616,586,48,32,1536,./img/img_c12_204_586_0.jpg
0,c12_204_586_4,204,1,620,586,48,32,1536,./img/img_c12_204_586_4.jpg
0,c12_204_586_8,204,2,624,586,48,32,1536,./img/img_c12_204_586_8.jpg
0,c12_204_586_12,204,3,628,586,48,32,1536,./img/img_c12_204_586_12.jpg
0,c12_204_586_16,204,4,632,586,48,32,1536,./img/img_c12_204_586_16.jpg
0,c12_204_586_20,204,5,636,586,48,32,1536,./img/img_c12_204_586_20.jpg
0,c12_204_586_24,204,6,640,586,48,32,1536,./img/img_c12_204_586_24.jpg
0,c12_204_586_28,204,7,644,586,48,32,1536,./img/img_c12_204_586_28.jpg
0,c12_204_586_32,204,8,648,586,48,32,1536,./img/img_c12_204_586_32.jpg
0,c12_204_586_36,204,9,652,586,48,28,1344,./img/img_c12_204_586_36.jpg
0,c12_204_586_36,204,10,652,586,47,31,1457,./img/img_c12_204_586_36.jpg
0,c12_203_586_0,203,0,680,586,25,17,425,./img/img_c12_203_586_0.jpg
0,c12_203_586_4,203,1,684,586,25,16,400,./img/img_c12_203_586_4.jpg
0,c12_203_586_4,203,2,684,586,24,16,384,./img/img_c12_203_586_4.jpg
0,c12_202_587_0,202,0,575,587,24,12,288,./img/img_c12_202_587_0.jpg
0,c12_202_587_0,202,1,575,587,23,15,345,./img/img_c12_202_587_0.jpg
0,c12_201_587_0,201,0,596,587,26,17,442,./img/img_c12_201_587_0.jpg
0,c12_201_587_4,201,1,600,587,26,17,442,./img/img_c12_201_587_4.jpg
0,c12_201_587_8,201,2,604,587,26,17,442,./img/img_c12_201_587_8.jpg
0,c12_201_587_12,201,3,608,587,26,17,442,./img/img_c12_201_587_12.jpg
0,c12_201_587_16,201,4,612,587,26,17,442,./img/img_c12_201_587_16.jpg
0,c12_201_587_20,201,5,616,587,26,17,442,./img/img_c12_201_587_20.jpg
0,c12_201_587_24,201,6,620,587,26,17,442,./img/img_c12_201_587_24.jpg
0,c12_201_587_28,201,7,624,587,26,17,442,./img/img_c12_201_587_28.jpg
0,c12_201_587_32,201,8,628,587,26,17,442,./img/img_c12_201_587_32.jpg
0,c12_201_587_36,201,9,632,587,26,17,442,./img/img_c12_201_587_36.jpg
0,c12_201_587_40,201,10,636,587,26,13,338,./img/img_c12_201_587_40.jpg
0,c12_201_587_40,201,11,636,587,25,16,400,./img/img_c12_201_587_40.jpg
0,c12_200_609_0,200,0,492,609,24,16,384,./img/img_c12_200_609_0.jpg
0,c12_200_609_4,200,1,496,609,24,16,384,./img/img_c12_200_609_4.jpg
0,c12_200_609_8,200,2,500,609,24,16,384,./img/img_c12_200_609_8.jpg
0,c12_200_609_12,200,3,504,609,24,16,384,./img/img_c12_200_609_12.jpg
0,c12_200_609_16,200,4,508,609,24,16,384,./img/img_c12_200_609_16.jpg
0,c12_200_609_20,200,5,512,609,24,16,384,./img/img_c12_200_609_20.jpg
0,c12_200_609_24,200,6,516,609,24,16,384,./img/img_c12_200_609_24.jpg
0,c12_200_609_28,200,7,520,609,24,15,360,./img/img_c12_200_609_28.jpg
0,c12_200_609_28,200,8,520,609,23,15,345,./img/img_c12_200_609_28.jpg
0,c12_199_609_0,199,0,544,609,27,18,486,./img/img_c12_199_609_0.jpg
0,c12_199_609_4,199,1,548,609,27,18,486,./img/img_c12_199_609_4.jpg
0,c12_199_609_8,199,2,552,609,27,18,486,./img/img_c12_199_609_8.jpg
0,c12_199_609_12,199,3,556,609,27,18,486,./img/img_c12_199_609_12.jpg
0,c12_199_609_16,199,4,560,609,27,18,486,./img/img_c12_199_609_16.jpg
0,c12_199_609_20,199,5,564,609,27,18,486,./img/img_c12_199_609_20.jpg
0,c12_199_609_24,199,6,568,609,27,18,486,./img/img_c12_199_609_24.jpg
0,c12_199_609_28,199,7,572,609,27,18,486,./img/img_c12_199_609_28.jpg
0,c12_199_609_32,199,8,576,609,27,18,486,./img/img_c12_199_609_32.jpg
0,c12_199_609_36,199,9,580,609,27,18,486,./img/img_c12_199_609_36.jpg
0,c12_199_609_40,199,10,584,609,27,18,486,./img/img_c12_199_609_40.jpg
0,c12_199_609_44,199,11,588,609,27,18,486,./img/img_c12_199_609_44.jpg
0,c12_199_609_48,199,12,592,609,27,14,378,./img/img_c12_199_609_48.jpg
0,c12_199_609_48,199,13,592,609,26,17,442,./img/img_c12_199_609_48.jpg
0,c12_197_631_0,197,0,471,631,24,16,384,./img/img_c12_197_631_0.jpg
0,c12_197_631_4,197,1,475,631,24,16,384,./img/img_c12_197_631_4.jpg
0,c12_197_631_8,197,2,479,631,24,16,384,./img/img_c12_197_631_8.jpg
0,c12_197_631_12,197,3,483,631,24,16,384,./img/img_c12_197_631_12.jpg
0,c12_197_631_16,197,4,487,631,24,16,384,./img/img_c12_197_631_16.jpg
0,c12_197_631_20,197,5,491,631,24,12,288,./img/img_c12_197_631_20.jpg
0,c12_197_631_20,197,6,491,631,23,15,345,./img/img_c12_197_631_20.jpg
0,c12_196_631_0,196,0,513,631,25,17,425,./img/img_c12_196_631_0.jpg
0,c12_196_631_4,196,1,517,631,25,17,425,./img/img_c12_196_631_4.jpg
0,c12_196_631_8,196,2,521,631,25,17,425,./img/img_c12_196_631_8.jpg
0,c12_196_631_12,196,3,525,631,25,17,425,./img/img_c12_196_631_12.jpg
0,c12_196_631_16,196,4,529,631,25,17,425,./img/img_c12_196_631_16.jpg
0,c12_196_631_20,196,5,533,631,25,13,325,./img/img_c12_196_631_20.jpg
0,c12_196_631_20,196,6,533,631,24,16,384,./img/img_c12_196_631_20.jpg
0,c12_195_651_0,195,0,874,651,25,11,275,./img/img_c12_195_651_0.jpg
0,c12_195_651_0,195,1,874,651,24,16,384,./img/img_c12_195_651_0.jpg
0,c12_194_652_0,194,0,812,652,26,17,442,./img/img_c12_194_652_0.jpg
0,c12_194_652_4,194,1,816,652,26,17,442,./img/img_c12_194_652_4.jpg
0,c12_194_652_8,194,2,820,652,26,17,442,./img/img_c12_194_652_8.jpg
0,c12_194_652_12,194,3,824,652,26,17,442,./img/img_c12_194_652_12.jpg
0,c12_194_652_16,194,4,828,652,26,17,442,./img/img_c12_194_652_16.jpg
0,c12_194_652_20,194,5,832,652,26,17,442,./img/img_c12_194_652_20.jpg
0,c12_194_652_24,194,6,836,652,26,17,442,./img/img_c12_194_652_24.jpg
0,c12_194_652_28,194,7,840,652,26,17,442,./img/img_c12_194_652_28.jpg
0,c12_194_652_32,194,8,844,652,26,17,442,./img/img_c12_194_652_32.jpg
0,c12_194_652_36,194,9,848,652,26,17,442,./img/img_c12_194_652_36.jpg
0,c12_194_652_40,194,10,852,652,26,13,338,./img/img_c12_194_652_40.jpg
0,c12_194_652_40,194,11,852,652,25,16,400,./img/img_c12_194_652_40.jpg
0,c12_193_653_0,193,0,547,653,26,17,442,./img/img_c12_193_653_0.jpg
0,c12_193_653_4,193,1,551,653,26,16,416,./img/img_c12_193_653_4.jpg
0,c12_193_653_4,193,2,551,653,25,16,400,./img/img_c12_193_653_4.jpg
0,c12_192_653_0,192,0,681,653,25,17,425,./img/img_c12_192_653_0.jpg
0,c12_192_653_4,192,1,685,653,25,16,400,./img/img_c12_192_653_4.jpg
0,c12_192_653_4,192,2,685,653,24,16,384,./img/img_c12_192_653_4.jpg
0,c12_191_654_0,191,0,492,654,24,16,384,./img/img_c12_191_654_0.jpg
0,c12_191_654_4,191,1,496,654,24,16,384,./img/img_c12_191_654_4.jpg
0,c12_191_654_8,191,2,500,654,24,16,384,./img/img_c12_191_654_8.jpg
0,c12_191_654_12,191,3,504,654,24,16,384,./img/img_c12_191_654_12.jpg
0,c12_191_654_16,191,4,508,654,24,16,384,./img/img_c12_191_654_16.jpg
0,c12_191_654_20,191,5,512,654,24,16,384,./img/img_c12_191_654_20.jpg
0,c12_191_654_24,191,6,516,654,24,16,384,./img/img_c12_191_654_24.jpg
0,c12_191_654_28,191,7,520,654,24,15,360,./img/img_c12_191_654_28.jpg
